Collection date,Site,Subsite,Species,Growth Stage,Replicate,Wet weight in canister,Dry weight in canstier,Canister weight,Wet Wt,Dry Wt,Water Wt,LFM,Concern,Notes,Notes,
2015-11-03,Painted Cave,,ADFA,,Sample #3,96.8,85.3,66.6,30.2,18.7,11.5,0.61497,,,,
2015-11-03,Painted Cave,,ADFA,,Sample #4,90.3,81.4,66.9,23.4,14.5,8.9,0.61379,,,,
2015-11-03,Painted Cave,,CEME,,Sample #1,112.8,97.6,67.5,45.3,30.1,15.2,0.50498,,,,
2015-11-03,Painted Cave,,CEME,,Sample #2,118.3,100.7,67.3,51,33.4,17.6,0.52695,,,,
2015-11-03,Painted Cave,,CEME,,Sample #3,105.3,91.6,66.3,39,25.3,13.7,0.5415,,,,
2015-11-03,St Mary's,,CEME,,Sample #1,105.7,93.2,67.2,38.5,26,12.5,0.48077,,,,
2015-11-03,St Mary's,,CEME,,Sample #2,119.7,102.6,67.5,52.2,35.1,17.1,0.48718,,,,
2015-11-03,St Mary's,,CEME,,Sample #3,144.2,119.4,66.9,77.3,52.5,24.8,0.47238,,,,
2015-11-03,St Mary's,,CEME,,Sample #4,140.4,117.4,67.2,73.2,50.2,23,0.45817,,,,
2015-11-03,Tunnel Road,,CEME,,Sample #1,122.4,104.2,67,55.4,37.2,18.2,0.48925,,,,
2015-11-03,Tunnel Road,,CEME,,Sample #2,113.5,98.5,67.1,46.4,31.4,15,0.47771,,,,
2015-11-03,Tunnel Road,,CEME,,Sample #3,148.3,121.9,66.8,81.5,55.1,26.4,0.47913,,,,
2015-11-03,Tunnel Road,,CEME,,Sample #4,131.1,110.2,67.3,63.8,42.9,20.9,0.48718,,,,
2015-11-17,Painted Cave,,ADFA,,Sample #1,109.2,94.2,67.5,41.7,26.7,15,0.5618,,,,
2015-11-17,Painted Cave,,ADFA,,Sample #2,110.8,95,66,44.8,29,15.8,0.54483,,,,
2015-11-17,Painted Cave,,ADFA,,Sample #3,96.4,85.3,66.7,29.7,18.6,11.1,0.59677,,,,
2015-11-17,Painted Cave,,ADFA,,Sample #4,94.8,84.3,66.9,27.9,17.4,10.5,0.60345,,,,
2015-11-17,Painted Cave,,CEME,,Sample #1,116.9,100,67.5,49.4,32.5,16.9,0.52,,,,
2015-11-17,Painted Cave,,CEME,,Sample #2,112,95.6,67.3,44.7,28.3,16.4,0.57951,,,,
2015-11-17,Painted Cave,,CEME,,Sample #3,101.8,89.2,66.3,35.5,22.9,12.6,0.55022,,,,
2015-11-17,Painted Cave,,CEME,,Sample #4,107,92.4,66.8,40.2,25.6,14.6,0.57031,,,,
2015-11-17,St Mary's,,CEME,,Sample #1,105.2,93.4,67.2,38,26.2,11.8,0.45038,,,,
2015-11-17,St Mary's,,CEME,,Sample #2,104.7,92.8,67.5,37.2,25.3,11.9,0.47036,,,,
2015-11-17,St Mary's,,CEME,,Sample #3,120.9,104,67,53.9,37,16.9,0.457,,,,
2015-11-17,St Mary's,,CEME,,Sample #4,117.4,97.4,67.2,50.2,30.2,20,0.66225,,,,
2015-11-17,Tunnel Road,,CEME,,Sample #1,98.3,88.6,67.1,31.2,21.5,9.7,0.45116,,,,
2015-11-17,Tunnel Road,,CEME,,Sample #2,102.3,90.8,67.1,35.2,23.7,11.5,0.48523,,,,
2015-11-17,Tunnel Road,,CEME,,Sample #3,105.9,93.4,66.7,39.2,26.7,12.5,0.46816,,,,
2015-11-17,Tunnel Road,,CEME,,Sample #4,111.7,97.2,67.2,44.5,30,14.5,0.48333,,,,
2015-12-02,Painted Cave,,ADFA,,Sample #1,104.9,91.8,67.6,37.3,24.2,13.1,0.54132,,,,
2015-12-02,Painted Cave,,ADFA,,Sample #2,113.8,97.3,66.1,47.7,31.2,16.5,0.52885,,,,
2015-12-02,Painted Cave,,ADFA,,Sample #3,87.3,79,66.8,20.5,12.2,8.3,0.68033,,,,
2015-12-02,Painted Cave,,ADFA,,Sample #4,94.6,83.9,66.9,27.7,17,10.7,0.62941,,,,
2015-12-02,Painted Cave,,CEME,,Sample #1,124.8,105.6,67.7,57.1,37.9,19.2,0.5066,,,,
2015-12-02,Painted Cave,,CEME,,Sample #2,125.2,105.2,67.4,57.8,37.8,20,0.5291,,,,
2015-12-02,Painted Cave,,CEME,,Sample #3,90.3,81.8,66.3,24,15.5,8.5,0.54839,,,,
2015-12-02,Painted Cave,,CEME,,Sample #4,100,88.1,66.9,33.1,21.2,11.9,0.56132,,,,
2015-12-02,St Mary's,,CEME,,Sample #1,113.3,98.9,67.4,45.9,31.5,14.4,0.45714,,,,
2015-12-02,St Mary's,,CEME,,Sample #2,112.8,98.1,67.7,45.1,30.4,14.7,0.48355,,,,
2015-12-02,St Mary's,,CEME,,Sample #3,119,102.4,67.1,51.9,35.3,16.6,0.47025,,,,
2015-12-02,St Mary's,,CEME,,Sample #4,114.9,100.1,67.4,47.5,32.7,14.8,0.4526,,,,
2015-12-02,Tunnel Road,,CEME,,Sample #1,103.3,91.8,67.1,36.2,24.7,11.5,0.46559,,,,
2015-12-02,Tunnel Road,,CEME,,Sample #2,111.5,97.5,67.1,44.4,30.4,14,0.46053,,,,
2015-12-02,Tunnel Road,,CEME,,Sample #3,111.6,97.5,66.8,44.8,30.7,14.1,0.45928,,,,
2015-12-02,Tunnel Road,,CEME,,Sample #4,118.7,101.7,67.2,51.5,34.5,17,0.49275,,,,
2015-12-15,Painted Cave,,ADFA,,Sample #1,104.2,90.9,67.5,36.7,23.4,13.3,0.56838,,,,
2015-12-15,Painted Cave,,ADFA,,Sample #2,119.1,99.7,66.1,53,33.6,19.4,0.57738,,,,
2015-12-15,Painted Cave,,ADFA,,Sample #3,84.1,77.2,66.7,17.4,10.5,6.9,0.65714,,,,
2015-12-15,Painted Cave,,ADFA,,Sample #4,84.9,77.9,67,17.9,10.9,7,0.6422,,,,
2015-12-15,Painted Cave,,CEME,,Sample #1,108.2,94.1,67.6,40.6,26.5,14.1,0.53208,,,,
2015-12-15,Painted Cave,,CEME,,Sample #2,106.1,91.3,67.4,38.7,23.9,14.8,0.61925,,,,
2015-12-15,Painted Cave,,CEME,,Sample #3,83.2,77.1,66.3,16.9,10.8,6.1,0.56481,,,,
2015-12-15,Painted Cave,,CEME,,Sample #4,90.8,81.8,66.8,24,15,9,0.6,,,,
2015-12-15,St Mary's,,CEME,,Sample #1,97.2,88,67.3,29.9,20.7,9.2,0.44444,Yes,,,
2015-12-15,St Mary's,,CEME,,Sample #2,100,90,67.7,32.3,22.3,10,0.44843,Yes,,,
2015-12-15,St Mary's,,CEME,,Sample #3,122.2,104.9,67.3,54.9,37.6,17.3,0.46011,,,,
2015-12-15,St Mary's,,CEME,,Sample #4,115.2,100,67.4,47.8,32.6,15.2,0.46626,,,,
2015-12-15,Tunnel Road,,CEME,,Sample #1,99.7,89.5,67.1,32.6,22.4,10.2,0.45536,,,,
2015-12-15,Tunnel Road,,CEME,,Sample #2,100.1,90.1,67.2,32.9,22.9,10,0.43668,Yes,,,
2015-12-15,Tunnel Road,,CEME,,Sample #3,106.3,94,67,39.3,27,12.3,0.45556,,,,
2015-12-15,Tunnel Road,,CEME,,Sample #4,105.3,93,67.3,38,25.7,12.3,0.4786,,,,
2016-01-04,Painted Cave,,ADFA,,Sample #1,102.6,88.9,67.5,35.1,21.4,13.7,0.64019,,,,
2016-01-04,Painted Cave,,ADFA,,Sample #2,111.1,93.8,66,45.1,27.8,17.3,0.6223,,,,
2016-01-04,Painted Cave,,ADFA,,Sample #3,111.7,94.2,66.7,45,27.5,17.5,0.63636,,,,
2016-01-04,Painted Cave,,ADFA,,Sample #4,88.8,80.3,66.9,21.9,13.4,8.5,0.63433,,,,
2016-01-04,Painted Cave,,CEME,,Sample #1,107.1,89.5,67.5,39.6,22,17.6,0.8,,,,
2016-01-04,Painted Cave,,CEME,,Sample #2,111.4,91.3,67.3,44.1,24,20.1,0.8375,,,,
2016-01-04,Painted Cave,,CEME,,Sample #3,94.2,82.1,66.3,27.9,15.8,12.1,0.76582,,,,
2016-01-04,Painted Cave,,CEME,,Sample #4,106.3,88.5,66.9,39.4,21.6,17.8,0.82407,,,,
2016-02-02,Painted Cave,,ADFA,,Sample #1,108,89.7,67.4,40.6,22.3,18.3,0.82063,,,,
2016-02-02,Painted Cave,,ADFA,,Sample #2,121.2,96.4,66.1,55.1,30.3,24.8,0.81848,,,,
2016-02-02,Painted Cave,,ADFA,,Sample #3,122.4,97,66.7,55.7,30.3,25.4,0.83828,,,,
2016-02-02,Painted Cave,,ADFA,,Sample #4,113.9,93,66.9,47,26.1,20.9,0.80077,,,,
2016-02-02,Painted Cave,,CEME,,Sample #1,128.5,96.8,67.6,60.9,29.2,31.7,1.08562,,,,
2016-02-02,Painted Cave,,CEME,,Sample #2,124.5,95.4,67.4,57.1,28,29.1,1.03929,,,,
2016-02-02,Painted Cave,,CEME,,Sample #3,130.5,96.3,66.3,64.2,30,34.2,1.14,,,,
2016-02-02,Painted Cave,,CEME,,Sample #4,128.4,97.6,66.9,61.5,30.7,30.8,1.00326,,,,
2016-02-02,St Mary's,,CEME,,Sample #1,93.9,80.6,67.2,26.7,13.4,13.3,0.99254,,,,
2016-02-02,St Mary's,,CEME,,Sample #2,94.5,80.9,67.5,27,13.4,13.6,1.01493,,,,
2016-02-02,St Mary's,,CEME,,Sample #3,97.5,82.2,67,30.5,15.2,15.3,1.00658,,,,
2016-02-02,St Mary's,,CEME,,Sample #4,102.6,84.7,67.2,35.4,17.5,17.9,1.02286,,,,
2016-02-02,Tunnel Road,,CEME,,Sample #1,96.6,82,67,29.6,15,14.6,0.97333,,,,
2016-02-02,Tunnel Road,,CEME,,Sample #2,95.2,81.2,67,28.2,14.2,14,0.98592,,,,
2016-02-02,Tunnel Road,,CEME,,Sample #3,92.9,79.8,66.7,26.2,13.1,13.1,1,,,,
2016-02-02,Tunnel Road,,CEME,,Sample #4,95.7,81.8,67.1,28.6,14.7,13.9,0.94558,,,,
2016-02-15,Painted Cave,,ADFA,,Sample #1,117.5,90.8,67.5,50,23.3,26.7,1.14592,,,,
2016-02-15,Painted Cave,,ADFA,,Sample #2,115.7,91.5,66,49.7,25.5,24.2,0.94902,,,,
2016-02-15,Painted Cave,,ADFA,,Sample #3,97.1,82,66.7,30.4,15.3,15.1,0.98693,,,,
2016-02-15,Painted Cave,,ADFA,,Sample #4,126.8,95.5,67,59.8,28.5,31.3,1.09825,,,,
2016-02-15,Painted Cave,,CEME,,Sample #1,121.9,91.1,67.6,54.3,23.5,30.8,1.31064,,,,
2016-02-15,Painted Cave,,CEME,,Sample #2,115.1,88,67.3,47.8,20.7,27.1,1.30918,,,,
2016-02-15,Painted Cave,,CEME,,Sample #3,105.1,83.4,66.3,38.8,17.1,21.7,1.26901,,,,
2016-02-15,Painted Cave,,CEME,,Sample #4,92.2,78.7,66.9,25.3,11.8,13.5,1.14407,,,,
2016-02-15,St Mary's,,CEME,,Sample #1,101.4,82.9,67.2,34.2,15.7,18.5,1.17834,,,,
2016-02-15,St Mary's,,CEME,,Sample #2,110.3,86.6,67.4,42.9,19.2,23.7,1.23438,,,,
2016-02-15,St Mary's,,CEME,,Sample #3,115.7,89.1,66.9,48.8,22.2,26.6,1.1982,,,,
2016-02-15,St Mary's,,CEME,,Sample #4,120.3,91.8,67.2,53.1,24.6,28.5,1.15854,,,,
2016-02-15,Tunnel Road,,CEME,,Sample #1,113.7,87.5,67,46.7,20.5,26.2,1.27805,,,,
2016-02-15,Tunnel Road,,CEME,,Sample #2,115,87.9,67,48,20.9,27.1,1.29665,,,,
2016-02-15,Tunnel Road,,CEME,,Sample #3,107.9,84.9,66.7,41.2,18.2,23,1.26374,,,,
2016-02-15,Tunnel Road,,CEME,,Sample #4,124.7,92.5,67.1,57.6,25.4,32.2,1.26772,,,,
2016-03-01,Painted Cave,,ADFA,,Sample #1,118.7,91.4,67.6,51.1,23.8,27.3,1.14706,,,,
2016-03-01,Painted Cave,,ADFA,,Sample #2,117.6,93.2,66.1,51.5,27.1,24.4,0.90037,,,,
2016-03-01,Painted Cave,,ADFA,,Sample #3,104.8,81.5,66.8,38,14.7,23.3,1.58503,,,,
2016-03-01,Painted Cave,,ADFA,,Sample #4,110.1,88,67,43.1,21,22.1,1.05238,,,,
2016-03-01,Painted Cave,,CEME,,Sample #1,125.8,92.1,67.6,58.2,24.5,33.7,1.37551,,,,
2016-03-01,Painted Cave,,CEME,,Sample #2,127.1,94,67.4,59.7,26.6,33.1,1.24436,,,,
2016-03-01,Painted Cave,,CEME,,Sample #3,120.3,89.3,66.4,53.9,22.9,31,1.35371,,,,
2016-03-01,Painted Cave,,CEME,,Sample #4,117.1,88.5,66.9,50.2,21.6,28.6,1.32407,,,,
2016-03-01,St Mary's,,CEME,,Sample #1,113.1,87.9,67.2,45.9,20.7,25.2,1.21739,,,,
2016-03-01,St Mary's,,CEME,,Sample #2,130.6,95.7,67.5,63.1,28.2,34.9,1.23759,,,,
2016-03-01,St Mary's,,CEME,,Sample #3,129.5,94.9,67,62.5,27.9,34.6,1.24014,,,,
2016-03-01,St Mary's,,CEME,,Sample #4,119.9,91.2,67.3,52.6,23.9,28.7,1.20084,,,,
2016-03-01,Tunnel Road,,CEME,,Sample #1,97,80.7,67.1,29.9,13.6,16.3,1.19853,,,,
2016-03-01,Tunnel Road,,CEME,,Sample #2,114.8,88.9,67.1,47.7,21.8,25.9,1.18807,,,,
2016-03-01,Tunnel Road,,CEME,,Sample #3,135.9,96.9,66.8,69.1,30.1,39,1.29568,,,,
2016-03-01,Tunnel Road,,CEME,,Sample #4,136.2,97.8,67.2,69,30.6,38.4,1.2549,,,,
2016-03-15,Painted Cave,,ADFA,,Sample #1,104.1,88.1,67.6,36.5,20.5,16,0.78049,,,,
2016-03-15,Painted Cave,,ADFA,,Sample #2,111.8,90.4,66,45.8,24.4,21.4,0.87705,,,,
2016-03-15,Painted Cave,,ADFA,,Sample #3,111.7,90.1,66.9,44.8,23.2,21.6,0.93103,,,,
2016-03-15,Painted Cave,,ADFA,,Sample #4,106.3,84.6,67,39.3,17.6,21.7,1.23295,,,,
2016-03-15,Painted Cave,,CEME,,Sample #1,110.7,85,67.6,43.1,17.4,25.7,1.47701,,,,
2016-03-15,Painted Cave,,CEME,,Sample #2,113,87.3,67.4,45.6,19.9,25.7,1.29146,,,,
2016-03-15,Painted Cave,,CEME,,Sample #3,127.3,93,66.4,60.9,26.6,34.3,1.28947,,,,
2016-03-15,Painted Cave,,CEME,,Sample #4,108.1,83.4,67,41.1,16.4,24.7,1.5061,,,,
2016-03-15,St Mary's,,CEME,,Sample #1,100.3,82.1,67.2,33.1,14.9,18.2,1.22148,,,,
2016-03-15,St Mary's,,CEME,,Sample #2,111.4,87.6,67.5,43.9,20.1,23.8,1.18408,,,,
2016-03-15,St Mary's,,CEME,,Sample #3,108.4,85.7,66.9,41.5,18.8,22.7,1.20745,,,,
2016-03-15,St Mary's,,CEME,,Sample #4,125.2,95,67.2,58,27.8,30.2,1.08633,,,,
2016-03-15,Tunnel Road,,CEME,,Sample #1,106.3,84.5,67.1,39.2,17.4,21.8,1.25287,,,,
2016-03-15,Tunnel Road,,CEME,,Sample #2,108.2,84.8,67,41.2,17.8,23.4,1.31461,,,,
2016-03-15,Tunnel Road,,CEME,,Sample #3,118.2,90.4,66.7,51.5,23.7,27.8,1.173,,,,
2016-03-15,Tunnel Road,,CEME,,Sample #4,123,91.5,67.1,55.9,24.4,31.5,1.29098,,,,
2016-04-04,Painted Cave,,ADFA,,Sample #1,111.5,88.7,67.5,44,21.2,22.8,1.07547,,,,
2016-04-04,Painted Cave,,ADFA,,Sample #2,106.8,87.5,66.1,40.7,21.4,19.3,0.90187,,,,
2016-04-04,Painted Cave,,ADFA,,Sample #3,119.6,94.3,66.8,52.8,27.5,25.3,0.92,,,,
2016-04-04,Painted Cave,,ADFA,,Sample #4,110.6,88,67.1,43.5,20.9,22.6,1.08134,,,,
2016-04-04,Painted Cave,,CEME,,Sample #1,113.9,87.7,67.6,46.3,20.1,26.2,1.30348,,,,
2016-04-04,Painted Cave,,CEME,,Sample #2,116.9,88.1,67.4,49.5,20.7,28.8,1.3913,,,,
2016-04-04,Painted Cave,,CEME,,Sample #3,109.7,85.2,66.4,43.3,18.8,24.5,1.30319,,,,
2016-04-04,Painted Cave,,CEME,,Sample #4,117.7,88.8,67,50.7,21.8,28.9,1.32569,,,,
2016-04-04,St Mary's,,CEME,,Sample #1,132.3,97.3,67.2,65.1,30.1,35,1.16279,,,,
2016-04-04,St Mary's,,CEME,,Sample #2,139.1,100.4,67.6,71.5,32.8,38.7,1.17988,,,,
2016-04-04,St Mary's,,CEME,,Sample #3,131.1,94.4,67,64.1,27.4,36.7,1.33942,,,,
2016-04-04,St Mary's,,CEME,,Sample #4,138.5,96.9,67.2,71.3,29.7,41.6,1.40067,,,,
2016-04-04,Tunnel Road,,CEME,,Sample #1,110.1,86.5,67.1,43,19.4,23.6,1.21649,,,,
2016-04-04,Tunnel Road,,CEME,,Sample #2,140.9,100.8,67.1,73.8,33.7,40.1,1.18991,,,,
2016-04-04,Tunnel Road,,CEME,,Sample #3,134.5,96.6,66.7,67.8,29.9,37.9,1.26756,,,,
2016-04-04,Tunnel Road,,CEME,,Sample #4,133.9,96.4,67.1,66.8,29.3,37.5,1.27986,,,,
2016-04-18,Painted Cave,,ADFA,,Sample #1,108.3,91.4,67.5,40.8,23.9,16.9,0.70711,,,,
2016-04-18,Painted Cave,,ADFA,,Sample #2,106.8,89.7,67.5,39.3,22.2,17.1,0.77027,,,,
2016-04-18,Painted Cave,,ADFA,,Sample #3,118.8,84.6,66.9,51.9,17.7,34.2,1.9322,,,,
2016-04-18,Painted Cave,,ADFA,,Sample #4,125.1,94.2,67.1,58,27.1,30.9,1.14022,,,,
2016-04-18,Painted Cave,,CEME,,Sample #1,129.4,94.3,67.6,61.8,26.7,35.1,1.31461,,,,
2016-04-18,Painted Cave,,CEME,,Sample #2,108.1,84.3,66.1,42,18.2,23.8,1.30769,,,,
2016-04-18,Painted Cave,,CEME,,Sample #3,141.1,98.9,66.3,74.8,32.6,42.2,1.29448,,,,
2016-04-18,Painted Cave,,CEME,,Sample #4,126.2,91.4,67,59.2,24.4,34.8,1.42623,,,,
2016-04-18,St Mary's,,CEME,,Sample #1,114.9,88.5,67.2,47.7,21.3,26.4,1.23944,,,,
2016-04-18,St Mary's,,CEME,,Sample #2,111.5,86.9,67.7,43.8,19.2,24.6,1.28125,,,,
2016-04-18,St Mary's,,CEME,,Sample #3,101.6,82.6,67,34.6,15.6,19,1.21795,,,,
2016-04-18,St Mary's,,CEME,,Sample #4,107.7,86.7,67.2,40.5,19.5,21,1.07692,,,,
2016-04-18,Tunnel Road,,CEME,,Sample #1,102.5,83.6,67.1,35.4,16.5,18.9,1.14545,,,,
2016-04-18,Tunnel Road,,CEME,,Sample #2,108.9,85.9,67,41.9,18.9,23,1.21693,,,,
2016-04-18,Tunnel Road,,CEME,,Sample #3,94.8,79.3,66.7,28.1,12.6,15.5,1.23016,,,,
2016-04-18,Tunnel Road,,CEME,,Sample #4,110,87.3,67.1,42.9,20.2,22.7,1.12376,,,,
2016-05-03,Painted Cave,,ADFA,,Sample #1,126.7,98.9,67.5,59.2,31.4,27.8,0.88535,,,,
2016-05-03,Painted Cave,,ADFA,,Sample #2,110.9,90.6,66.1,44.8,24.5,20.3,0.82857,,,,
2016-05-03,Painted Cave,,ADFA,,Sample #3,110.1,88.7,66.9,43.2,21.8,21.4,0.98165,,,,
2016-05-03,Painted Cave,,ADFA,,Sample #4,123.1,94.2,67.1,56,27.1,28.9,1.06642,,,,
2016-05-03,Painted Cave,,CEME,,Sample #1,114.4,89.3,67.7,46.7,21.6,25.1,1.16204,,,,
2016-05-03,Painted Cave,,CEME,,Sample #2,128.8,95.6,67.3,61.5,28.3,33.2,1.17314,,,,
2016-05-03,Painted Cave,,CEME,,Sample #3,118.6,88.7,66.4,52.2,22.3,29.9,1.34081,,,,
2016-05-03,Painted Cave,,CEME,,Sample #4,129.3,95.2,66.9,62.4,28.3,34.1,1.20495,,,,
2016-05-03,St Mary's,,CEME,,Sample #1,112.7,89.6,67.2,45.5,22.4,23.1,1.03125,,,,
2016-05-03,St Mary's,,CEME,,Sample #2,111.9,89.4,67.6,44.3,21.8,22.5,1.03211,,,,
2016-05-03,St Mary's,,CEME,,Sample #3,104.8,86.2,67,37.8,19.2,18.6,0.96875,,,,
2016-05-03,St Mary's,,CEME,,Sample #4,113.2,89.4,67.3,45.9,22.1,23.8,1.07692,,,,
2016-05-03,Tunnel Road,,CEME,,Sample #1,116.8,93.4,67.1,49.7,26.3,23.4,0.88973,,,,
2016-05-03,Tunnel Road,,CEME,,Sample #2,114.5,92.1,67.1,47.4,25,22.4,0.896,,,,
2016-05-03,Tunnel Road,,CEME,,Sample #3,103.3,86.2,66.7,36.6,19.5,17.1,0.87692,,,,
2016-05-03,Tunnel Road,,CEME,,Sample #4,104.8,87.2,67.2,37.6,20,17.6,0.88,,,,
2016-05-15,Painted Cave,,ADFA,,Sample #1,111,90.9,67.5,43.5,23.4,20.1,0.85897,,,,
2016-05-15,Painted Cave,,ADFA,,Sample #2,104.4,86.9,66.1,38.3,20.8,17.5,0.84135,,,,
2016-05-15,Painted Cave,,ADFA,,Sample #3,113.6,92.6,66.7,46.9,25.9,21,0.81081,,,,
2016-05-15,Painted Cave,,ADFA,,Sample #4,102.3,85.2,66.9,35.4,18.3,17.1,0.93443,,,,
2016-05-15,Painted Cave,,CEME,,Sample #1,121.7,92.8,67.6,54.1,25.2,28.9,1.14683,,,,
2016-05-15,Painted Cave,,CEME,,Sample #2,116.3,89.3,67.3,49,22,27,1.22727,,,,
2016-05-15,Painted Cave,,CEME,,Sample #3,122,91.1,66.3,55.7,24.8,30.9,1.24597,,,,
2016-05-15,Painted Cave,,CEME,,Sample #4,114.5,89,66.9,47.6,22.1,25.5,1.15385,,,,
2016-05-15,St Mary's,,CEME,,Sample #1,99.5,83.2,67.2,32.3,16,16.3,1.01875,,,,
2016-05-15,St Mary's,,CEME,,Sample #2,102.9,85.1,67.5,35.4,17.6,17.8,1.01136,,,,
2016-05-15,St Mary's,,CEME,,Sample #3,108.1,87.1,66.9,41.2,20.2,21,1.0396,,,,
2016-05-15,St Mary's,,CEME,,Sample #4,103.3,85.6,67.2,36.1,18.4,17.7,0.96196,,,,
2016-06-01,Painted Cave,,ADFA,,Sample #1,112.9,94.5,67.5,45.4,27,18.4,0.68148,,,,
2016-06-01,Painted Cave,,ADFA,,Sample #2,111.2,88.8,66,45.2,22.8,22.4,0.98246,,,,
2016-06-01,Painted Cave,,ADFA,,Sample #3,109.2,86.4,66.7,42.5,19.7,22.8,1.15736,,,,
2016-06-01,Painted Cave,,ADFA,,Sample #4,127.4,101.6,66.9,60.5,34.7,25.8,0.74352,,,,
2016-06-01,Painted Cave,,CEME,,Sample #1,135.2,100.6,67.6,67.6,33,34.6,1.04848,,,,
2016-06-01,Painted Cave,,CEME,,Sample #2,133.3,98.7,67.3,66,31.4,34.6,1.10191,,,,
2016-06-01,Painted Cave,,CEME,,Sample #3,138.3,100.5,66.3,72,34.2,37.8,1.10526,,,,
2016-06-01,Painted Cave,,CEME,,Sample #4,116.9,90.3,66.9,50,23.4,26.6,1.13675,,,,
2016-06-01,St Mary's,,CEME,,Sample #1,135.9,104.5,67.2,68.7,37.3,31.4,0.84182,,,,
2016-06-01,St Mary's,,CEME,,Sample #2,133.2,102.1,67.5,65.7,34.6,31.1,0.89884,,,,
2016-06-01,St Mary's,,CEME,,Sample #3,133.1,102.4,66.9,66.2,35.5,30.7,0.86479,,,,
2016-06-01,St Mary's,,CEME,,Sample #4,144.2,108.4,67.2,77,41.2,35.8,0.86893,,,,
2016-06-01,Tunnel Road,,CEME,,Sample #1,132.7,103,67.1,65.6,35.9,29.7,0.8273,,,,
2016-06-01,Tunnel Road,,CEME,,Sample #2,131.3,103.8,67.1,64.2,36.7,27.5,0.74932,,,,
2016-06-01,Tunnel Road,,CEME,,Sample #3,129.3,101.3,66.7,62.6,34.6,28,0.80925,,,,
2016-06-01,Tunnel Road,,CEME,,Sample #4,139.5,108.1,67.1,72.4,41,31.4,0.76585,,,,
2016-06-15,Painted Cave,,ADFA,,Sample #1,117.4,95.7,67.5,49.9,28.2,21.7,0.7695,,,,
2016-06-15,Painted Cave,,ADFA,,Sample #2,109.9,90.4,66,43.9,24.4,19.5,0.79918,,,,
2016-06-15,Painted Cave,,ADFA,,Sample #3,108.2,90.1,66.7,41.5,23.4,18.1,0.7735,,,,
2016-06-15,Painted Cave,,ADFA,,Sample #4,109.5,90.7,66.9,42.6,23.8,18.8,0.78992,,,,
2016-06-15,Painted Cave,,CEME,,Sample #1,117.5,93.2,67.6,49.9,25.6,24.3,0.94922,,,,
2016-06-15,Painted Cave,,CEME,,Sample #2,125.5,96.8,67.4,58.1,29.4,28.7,0.97619,,,,
2016-06-15,Painted Cave,,CEME,,Sample #3,127.5,98.2,66.3,61.2,31.9,29.3,0.9185,,,,
2016-06-15,Painted Cave,,CEME,,Sample #4,135.2,101.6,66.9,68.3,34.7,33.6,0.9683,,,,
2016-06-15,St Mary's,,CEME,,Sample #1,105.1,88.3,67.2,37.9,21.1,16.8,0.79621,,,,
2016-06-15,St Mary's,,CEME,,Sample #2,101.9,86.6,67.5,34.4,19.1,15.3,0.80105,,,,
2016-06-15,St Mary's,,CEME,,Sample #3,106.3,88.9,66.9,39.4,22,17.4,0.79091,,,,
2016-06-15,St Mary's,,CEME,,Sample #4,103.8,88.2,67.2,36.6,21,15.6,0.74286,,,,
2016-06-15,Tunnel Road,,CEME,,Sample #1,106.7,90,67.1,39.6,22.9,16.7,0.72926,,,,
2016-06-15,Tunnel Road,,CEME,,Sample #2,99.9,86.7,67,32.9,19.7,13.2,0.67005,,,,
2016-06-15,Tunnel Road,,CEME,,Sample #3,113,94.6,66.8,46.2,27.8,18.4,0.66187,,,,
2016-06-15,Tunnel Road,,CEME,,Sample #4,111.6,93.8,67.1,44.5,26.7,17.8,0.66667,,,,
2016-07-01,Painted Cave,,ADFA,,Sample #1,108.7,91.3,67.5,41.2,23.8,17.4,0.73109,,,,
2016-07-01,Painted Cave,,ADFA,,Sample #2,107,90.5,66,41,24.5,16.5,0.67347,,,,
2016-07-01,Painted Cave,,ADFA,,Sample #3,107.5,89.4,66.7,40.8,22.7,18.1,0.79736,,,,
2016-07-01,Painted Cave,,ADFA,,Sample #4,112.8,92.7,66.9,45.9,25.8,20.1,0.77907,,,,
2016-07-01,Painted Cave,,CEME,,Sample #1,113.3,93.7,67.6,45.7,26.1,19.6,0.75096,,,,
2016-07-01,Painted Cave,,CEME,,Sample #2,111.2,91.6,67.4,43.8,24.2,19.6,0.80992,,,,
2016-07-01,Painted Cave,,CEME,,Sample #3,121.5,98.9,66.3,55.2,32.6,22.6,0.69325,,,,
2016-07-01,Painted Cave,,CEME,,Sample #4,133.5,104,66.9,66.6,37.1,29.5,0.79515,,,,
2016-07-14,Painted Cave,,ADFA,,Sample #1,114.4,96.1,67.6,46.8,28.5,18.3,0.64211,,,,
2016-07-14,Painted Cave,,ADFA,,Sample #2,125.7,102.7,66.1,59.6,36.6,23,0.62842,,,,
2016-07-14,Painted Cave,,ADFA,,Sample #3,101.5,85.5,66.7,34.8,18.8,16,0.85106,,,,
2016-07-14,Painted Cave,,ADFA,,Sample #4,117.7,96.1,67,50.7,29.1,21.6,0.74227,,,,
2016-07-14,Painted Cave,,CEME,,Sample #1,127.2,103.1,67.6,59.6,35.5,24.1,0.67887,,,,
2016-07-14,Painted Cave,,CEME,,Sample #2,130,104,67.4,62.6,36.6,26,0.71038,,,,
